time ,Xa,Ya,Za,,,,
0.03225806452,0.02,0.36,0.81,,,1,0.03225806452
0.06451612903,0.02,0.34,0.82,,,2,0.03225806452
0.09677419355,0.03,0.36,0.82,,,3,0.03225806452
0.1290322581,0.03,0.37,0.81,,,4,0.03225806452
0.1612903226,0.02,0.35,0.84,,,5,0.03225806452
0.1935483871,0.03,0.37,0.82,,,6,0.03225806452
0.2258064516,0.03,0.36,0.82,,,7,0.03225806452
0.2580645161,0.03,0.36,0.81,,,8,0.03225806452
0.2903225806,0.02,0.36,0.86,,,9,0.03225806452
0.3225806452,0.03,0.37,0.82,,,10,0.03225806452
0.3548387097,0.02,0.36,0.84,,,11,0.03225806452
0.3870967742,0.02,0.34,0.84,,,12,0.03225806452
0.4193548387,0.02,0.36,0.83,,,13,0.03225806452
0.4516129032,0.02,0.35,0.8,,,14,0.03225806452
0.4838709677,0.03,0.36,0.82,,,15,0.03225806452
0.5161290323,0.03,0.35,0.8,,,16,0.03225806452
0.5483870968,0.04,0.37,0.82,,,17,0.03225806452
0.5806451613,0.03,0.37,0.82,,,18,0.03225806452
0.6129032258,0.03,0.37,0.81,,,19,0.03225806452
0.6451612903,0.03,0.37,0.84,,,20,0.03225806452
0.6774193548,0.03,0.37,0.81,,,21,0.03225806452
0.7096774194,0.04,0.37,0.83,,,22,0.03225806452
0.7419354839,0.03,0.36,0.81,,,23,0.03225806452
0.7741935484,0.04,0.36,0.8,,,24,0.03225806452
0.8064516129,0.03,0.36,0.8,,,25,0.03225806452
0.8387096774,0.03,0.36,0.83,,,26,0.03225806452
0.8709677419,0.03,0.37,0.8,,,27,0.03225806452
0.9032258065,0.02,0.35,0.83,,,28,0.03225806452
0.935483871,0.02,0.34,0.82,,,29,0.03225806452
0.9677419355,0.03,0.37,0.8,,,30,0.03225806452
1,0.02,0.36,0.82,,,31,0.03225806452
1.032258065,0.03,0.36,0.83,,,32,0.03225806452
1.064516129,0.03,0.36,0.8,,,33,0.03225806452
1.096774194,0.04,0.37,0.79,,,34,0.03225806452
1.129032258,0.02,0.35,0.82,,,35,0.03225806452
1.161290323,0.04,0.37,0.82,,,36,0.03225806452
1.193548387,0.03,0.37,0.83,,,37,0.03225806452
1.225806452,0.03,0.36,0.79,,,38,0.03225806452
1.258064516,0.02,0.36,0.83,,,39,0.03225806452
1.290322581,0.03,0.37,0.84,,,40,0.03225806452
1.322580645,0.03,0.35,0.79,,,41,0.03225806452
1.35483871,0.03,0.37,0.84,,,42,0.03225806452
1.387096774,0.04,0.37,0.83,,,43,0.03225806452
1.419354839,0.03,0.36,0.82,,,44,0.03225806452
1.451612903,0.02,0.35,0.83,,,45,0.03225806452
1.483870968,0.03,0.36,0.85,,,46,0.03225806452
1.516129032,0.03,0.36,0.82,,,47,0.03225806452
1.548387097,0.03,0.38,0.82,,,48,0.03225806452
1.580645161,0.03,0.38,0.81,,,49,0.03225806452
1.612903226,0.03,0.37,0.81,,,50,0.03225806452
1.64516129,0.04,0.37,0.8,,,51,0.03225806452
1.677419355,0.03,0.37,0.83,,,52,0.03225806452
1.709677419,0.03,0.37,0.82,,,53,0.03225806452
1.741935484,0.04,0.37,0.79,,,54,0.03225806452
1.774193548,0.04,0.38,0.81,,,55,0.03225806452
1.806451613,0.02,0.37,0.82,,,56,0.03225806452
1.838709677,0.02,0.35,0.82,,,57,0.03225806452
1.870967742,0.03,0.37,0.83,,,58,0.03225806452
1.903225806,0.02,0.36,0.81,,,59,0.03225806452
1.935483871,0.02,0.36,0.8,,,60,0.03225806452
1.967741935,0.02,0.34,0.83,,,61,0.03225806452
2,0.04,0.36,0.82,,,62,0.03225806452
2.032258065,0.02,0.36,0.83,,,63,0.03225806452
2.064516129,0.03,0.36,0.81,,,64,0.03225806452
2.096774194,0.03,0.35,0.81,,,65,0.03225806452
2.129032258,0.02,0.36,0.81,,,66,0.03225806452
2.161290323,0.02,0.34,0.82,,,67,0.03225806452
2.193548387,0.03,0.36,0.8,,,68,0.03225806452
2.225806452,0.03,0.36,0.81,,,69,0.03225806452
2.258064516,0.02,0.35,0.82,,,70,0.03225806452
2.290322581,0.02,0.36,0.82,,,71,0.03225806452
2.322580645,0.03,0.36,0.81,,,72,0.03225806452
2.35483871,0.02,0.36,0.81,,,73,0.03225806452
2.387096774,0.03,0.35,0.81,,,74,0.03225806452
2.419354839,0.03,0.35,0.8,,,75,0.03225806452
2.451612903,0.03,0.37,0.81,,,76,0.03225806452
2.483870968,0.03,0.36,0.8,,,77,0.03225806452
2.516129032,0.03,0.36,0.85,,,78,0.03225806452
2.548387097,0.03,0.36,0.81,,,79,0.03225806452
2.580645161,0.04,0.36,0.8,,,80,0.03225806452
2.612903226,0.03,0.37,0.8,,,81,0.03225806452
2.64516129,0.03,0.37,0.82,,,82,0.03225806452
2.677419355,0.02,0.35,0.82,,,83,0.03225806452
2.709677419,0.03,0.36,0.81,,,84,0.03225806452
2.741935484,0.02,0.36,0.8,,,85,0.03225806452
2.774193548,0.03,0.37,0.84,,,86,0.03225806452
2.806451613,0.04,0.37,0.81,,,87,0.03225806452
2.838709677,0.03,0.37,0.82,,,88,0.03225806452
2.870967742,0.03,0.37,0.81,,,89,0.03225806452
2.903225806,0.03,0.36,0.81,,,90,0.03225806452
2.935483871,0.02,0.34,0.83,,,91,0.03225806452
2.967741935,0.02,0.35,0.79,,,92,0.03225806452
3,0.02,0.35,0.83,,,93,0.03225806452
3.032258065,0.02,0.35,0.8,,,94,0.03225806452
3.064516129,0.03,0.36,0.85,,,95,0.03225806452
3.096774194,0.02,0.36,0.82,,,96,0.03225806452
3.129032258,0.04,0.37,0.84,,,97,0.03225806452
3.161290323,0.02,0.37,0.82,,,98,0.03225806452
3.193548387,0.04,0.37,0.8,,,99,0.03225806452
3.225806452,0.03,0.36,0.82,,,100,0.03225806452
3.258064516,0.03,0.37,0.83,,,101,0.03225806452
3.290322581,0.03,0.36,0.81,,,102,0.03225806452
3.322580645,0.02,0.36,0.82,,,103,0.03225806452
3.35483871,0.02,0.35,0.81,,,104,0.03225806452
3.387096774,0.02,0.36,0.84,,,105,0.03225806452
3.419354839,0.03,0.37,0.8,,,106,0.03225806452
3.451612903,0.03,0.36,0.83,,,107,0.03225806452
3.483870968,0.03,0.38,0.84,,,108,0.03225806452
3.516129032,0.04,0.37,0.8,,,109,0.03225806452
3.548387097,0.03,0.37,0.83,,,110,0.03225806452
3.580645161,0.03,0.36,0.82,,,111,0.03225806452
3.612903226,0.04,0.37,0.8,,,112,0.03225806452
3.64516129,0.03,0.34,0.82,,,113,0.03225806452
3.677419355,0.03,0.36,0.85,,,114,0.03225806452
3.709677419,0.04,0.36,0.8,,,115,0.03225806452
3.741935484,0.03,0.36,0.8,,,116,0.03225806452
3.774193548,0.03,0.35,0.82,,,117,0.03225806452
